,accountingchange,amended,audited,capitalexpenditures,cashandcashequivalents,cashcashequivalentsandshortterminvestments,cashfromfinancingactivities,cashfrominvestingactivities,cashfromoperatingactivities,cfdepreciationamortization,changeinaccountsreceivable,changeincurrentassets,changeincurrentliabilities,changeininventories,commonstock,company_cik,company_symbol,costofrevenue,created_at,crosscalculated,currencycode,dcn,deferredcharges,discontinuedoperations,dividendspaid,ebit,effectofexchangerateoncash,equityearnings,extraordinaryitems,goodwill,grossprofit,incomebeforetaxes,intangibleassets,interestexpense,inventoriesnet,investmentchangesnet,minorityinterest,name,netchangeincash,netincome,netincomeapplicabletocommon,original,otherassets,othercurrentassets,othercurrentliabilities,otherequity,otherliabilities,period,periodenddate,periodlength,periodlengthcode,preferredstock,preliminary,propertyplantequipmentnet,quarter,receiveddate,researchdevelopmentexpense,restated,retainedearnings,sellinggeneraladministrativeexpenses,totaladjustments,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totallongtermdebt,totalreceivablesnet,totalrevenue,totalshorttermdebt,totalstockholdersequity,treasurystock,updated_at,usdconversionrate,year
2,,False,True,-67000000.0,729000000.0,729000000.0,-196000000.0,-422000000.0,575000000.0,126000000.0,,-151000000.0,147000000.0,14000000.0,2000000.0,816761,TDC,1174000000.0,2015-04-24 01:02:32.454000,False,USD,0000816761-15-000008,,,,580000000.0,0.0,,,932000000.0,1491000000.0,578000000,359000000.0,,47000000.0,,,10-K,-43000000.0,419000000,419000000,False,62000000.0,90000000.0,132000000.0,,21000000.0,ann,12/31/2012,12,m,0.0,False,150000000.0,4,2/27/2015,183000000.0,False,1656000000.0,728000000.0,156000000.0,3066000000.0,1534000000.0,806000000.0,1287000000.0,274000000.0,668000000.0,2665000000,,1779000000.0,-806000000.0,2015-04-24 01:02:32.454000,1,2012
3,,False,True,-42000000.0,772000000.0,772000000.0,212000000.0,-832000000.0,513000000.0,102000000.0,,-62000000.0,73000000.0,3000000.0,2000000.0,816761,TDC,1069000000.0,2015-04-24 01:02:32.454000,False,USD,0001193125-14-071369,,,,456000000.0,-4000000.0,,,742000000.0,1293000000.0,481000000,303000000.0,,61000000.0,,,10-K,-111000000.0,353000000,353000000,False,11000000.0,85000000.0,90000000.0,,16000000.0,ann,12/31/2011,12,m,0.0,False,120000000.0,4,2/27/2014,174000000.0,False,1237000000.0,663000000.0,160000000.0,2616000000.0,1412000000.0,695000000.0,1122000000.0,290000000.0,494000000.0,2362000000,,1494000000.0,-526000000.0,2015-04-24 01:02:32.454000,1,2011
0,,False,True,-673000000.0,2457000000.0,2457000000.0,65000000.0,-1075000000.0,2083000000.0,617000000.0,-205000000.0,-281000000.0,40000000.0,-62000000.0,184000000.0,1385157,TEL,9220000000.0,2015-04-24 01:02:32.458000,False,USD,0001047469-14-009088,,-8000000.0,-443000000.0,2045000000.0,-19000000.0,,,4595000000.0,4692000000.0,1996000000,1329000000.0,-131000000.0,1745000000.0,,6000000.0,10-K,1054000000.0,1781000000,1781000000,True,1500000000.0,,,,2377000000.0,ann,9/26/2014,12,m,,False,3126000000.0,4,11/12/2014,675000000.0,False,4253000000.0,1882000000.0,314000000.0,20152000000.0,7544000000.0,3954000000.0,11145000000.0,3281000000.0,2439000000.0,13912000000,667000000.0,9007000000.0,-644000000.0,2015-04-24 01:02:32.458000,1,2014
1,,False,True,-615000000.0,1403000000.0,1403000000.0,-1678000000.0,-545000000.0,2046000000.0,607000000.0,-81000000.0,-113000000.0,-271000000.0,-43000000.0,189000000.0,1385157,TEL,8951000000.0,2015-04-24 01:02:32.460000,False,USD,0001047469-14-009088,,0.0,-384000000.0,1556000000.0,-9000000.0,,,4326000000.0,4329000000.0,1248000000,1244000000.0,-142000000.0,1762000000.0,,6000000.0,10-K,-186000000.0,1276000000,1276000000,False,1270000000.0,,,,2372000000.0,ann,9/27/2013,12,m,,False,3166000000.0,4,11/12/2014,675000000.0,False,2472000000.0,1773000000.0,771000000.0,18461000000.0,6309000000.0,3924000000.0,10081000000.0,2303000000.0,2323000000.0,13280000000,711000000.0,8380000000.0,-720000000.0,2015-04-24 01:02:32.460000,1,2013
2,,False,True,-533000000.0,1589000000.0,1589000000.0,-65000000.0,-1510000000.0,1947000000.0,609000000.0,17000000.0,243000000.0,-305000000.0,123000000.0,193000000.0,1385157,TEL,9236000000.0,2015-04-24 01:02:32.460000,False,USD,0001047469-14-009088,,-51000000.0,-332000000.0,1518000000.0,-1000000.0,,,4308000000.0,4046000000.0,1415000000,1352000000.0,-176000000.0,1808000000.0,,6000000.0,10-K,371000000.0,1112000000,1112000000,False,1470000000.0,,,,2828000000.0,ann,9/28/2012,12,m,,False,3213000000.0,4,11/12/2014,688000000.0,False,1196000000.0,1685000000.0,773000000.0,19306000000.0,6503000000.0,4004000000.0,11335000000.0,2696000000.0,2343000000.0,13282000000,1015000000.0,7971000000.0,-484000000.0,2015-04-24 01:02:32.460000,1,2012
3,,False,True,-574000000.0,1218000000.0,1218000000.0,-1512000000.0,-1043000000.0,1779000000.0,564000000.0,26000000.0,8000000.0,-317000000.0,-208000000.0,593000000.0,1385157,TEL,9507000000.0,2015-04-24 01:02:32.460000,False,USD,0001047469-13-010572,,22000000.0,-296000000.0,1687000000.0,5000000.0,,,3288000000.0,4271000000.0,1575000000,631000000.0,-161000000.0,1878000000.0,155000000.0,10000000.0,10-K,-771000000.0,1245000000,1245000000,False,1319000000.0,508000000.0,80000000.0,,2627000000.0,ann,9/30/2011,12,m,,False,3140000000.0,4,11/15/2013,701000000.0,False,84000000.0,1728000000.0,472000000.0,17723000000.0,6981000000.0,3410000000.0,10249000000.0,2667000000.0,2341000000.0,13778000000,0.0,7474000000.0,-1235000000.0,2015-04-24 01:02:32.460000,1,2011
0,,False,True,-1786000000.0,,2210000000.0,-998000000.0,-1926000000.0,4439000000.0,2129000000.0,0.0,-512000000.0,777000000.0,-512000000.0,53000000.0,27419,TGT,51278000000.0,2015-04-24 01:02:32.470000,False,USD,0000027419-15-000012,,-4085000000.0,-1205000000.0,4535000000.0,0.0,,,,21340000000.0,3653000000,,-882000000.0,8790000000.0,106000000.0,,10-K,1515000000.0,-1636000000,-1636000000,True,1359000000.0,3087000000.0,103000000.0,,1645000000.0,ann,1/31/2015,12,m,,False,25958000000.0,4,3/13/2015,,False,9644000000.0,14676000000.0,6767000000.0,41404000000.0,14087000000.0,11736000000.0,27407000000.0,12705000000.0,,72618000000,91000000.0,13997000000.0,,2015-04-24 01:02:32.470000,1,2015
1,,False,True,-1886000000.0,,670000000.0,-6364000000.0,-271000000.0,6520000000.0,1996000000.0,157000000.0,-347000000.0,213000000.0,-504000000.0,53000000.0,27419,TGT,50039000000.0,2015-04-24 01:02:32.470000,False,USD,0000027419-15-000012,,-723000000.0,-1006000000.0,5170000000.0,26000000.0,,,,21240000000.0,4121000000,,-1049000000.0,8278000000.0,3253000000.0,,10-K,-89000000.0,1971000000,1971000000,False,6568000000.0,2625000000.0,689000000.0,,2767000000.0,ann,2/1/2014,12,m,,False,26412000000.0,4,3/13/2015,,False,12599000000.0,14465000000.0,5548000000.0,44553000000.0,11573000000.0,12777000000.0,28322000000.0,11429000000.0,,71279000000,1143000000.0,16231000000.0,,2015-04-24 01:02:32.470000,1,2014
2,,False,True,-2346000000.0,,784000000.0,-2488000000.0,-2855000000.0,5325000000.0,2044000000.0,-217000000.0,-57000000.0,193000000.0,160000000.0,54000000.0,27419,TGT,50568000000.0,2015-04-24 01:02:32.470000,False,USD,0000027419-15-000012,,-316000000.0,-869000000.0,5740000000.0,8000000.0,,,,22733000000.0,5056000000,,-684000000.0,7903000000.0,356000000.0,,10-K,-10000000.0,2999000000,2999000000,False,1122000000.0,1860000000.0,,,1609000000.0,ann,2/2/2013,12,m,,False,30653000000.0,4,3/13/2015,,False,13155000000.0,14643000000.0,2569000000.0,48163000000.0,16388000000.0,14031000000.0,31605000000.0,14654000000.0,5841000000.0,73301000000,2994000000.0,16558000000.0,,2015-04-24 01:02:32.470000,1,2013
3,,False,True,-4368000000.0,,794000000.0,-2140000000.0,-4180000000.0,5434000000.0,2131000000.0,-187000000.0,-659000000.0,450000000.0,-322000000.0,56000000.0,27419,TGT,47860000000.0,2015-04-24 01:02:32.470000,False,USD,0000027419-14-000014,,,-750000000.0,5322000000.0,-32000000.0,,,,22005000000.0,4456000000,,-866000000.0,7918000000.0,151000000.0,,10-K,-918000000.0,2929000000,2929000000,False,1032000000.0,1810000000.0,,,1634000000.0,ann,1/28/2012,12,m,,False,29149000000.0,4,3/14/2014,,False,12959000000.0,14106000000.0,2505000000.0,46630000000.0,16449000000.0,14287000000.0,30809000000.0,13697000000.0,5927000000.0,69865000000,3786000000.0,15821000000.0,,2015-04-24 01:02:32.470000,1,2012
0,,False,True,-933000000.0,193000000.0,193000000.0,715000000.0,-1322000000.0,687000000.0,877000000.0,-1896000000.0,-2210000000.0,505000000.0,-314000000.0,7000000.0,70318,THC,2630000000.0,2015-04-24 01:02:32.471000,False,USD,0001558370-15-000132,,-22000000.0,-45000000.0,925000000.0,,,-24000000.0,3913000000.0,13985000000.0,171000000,1278000000.0,-754000000.0,276000000.0,31000000.0,134000000.0,10-K,80000000.0,12000000,12000000,True,,1095000000.0,1240000000.0,,1683000000.0,ann,12/31/2014,12,m,,False,7733000000.0,4,2/23/2015,,False,-1410000000.0,8023000000.0,634000000.0,18141000000.0,4717000000.0,3577000000.0,17089000000.0,11695000000.0,2406000000.0,16615000000,112000000.0,651000000.0,-2378000000.0,2015-04-24 01:02:32.471000,1,2014
1,,False,True,-691000000.0,113000000.0,113000000.0,1324000000.0,-2164000000.0,589000000.0,564000000.0,-987000000.0,-1190000000.0,38000000.0,-203000000.0,7000000.0,70318,THC,1784000000.0,2015-04-24 01:02:32.471000,False,USD,0001558370-15-000132,,-11000000.0,-27000000.0,663000000.0,,,-348000000.0,3566000000.0,9318000000.0,190000000,1105000000.0,-474000000.0,260000000.0,15000000.0,123000000.0,10-K,-251000000.0,-134000000,-134000000,False,,737000000.0,1035000000.0,,1443000000.0,ann,12/31/2013,12,m,,False,7582000000.0,4,2/23/2015,,False,-1422000000.0,5371000000.0,708000000.0,16450000000.0,3692000000.0,3093000000.0,15355000000.0,10696000000.0,1890000000.0,11102000000,153000000.0,755000000.0,-2378000000.0,2015-04-24 01:02:32.471000,1,2013
2,,False,True,-508000000.0,364000000.0,364000000.0,320000000.0,-662000000.0,593000000.0,452000000.0,-868000000.0,-927000000.0,9000000.0,-59000000.0,7000000.0,70318,THC,1552000000.0,2015-04-24 01:02:32.471000,False,USD,0001558370-15-000132,,-76000000.0,-29000000.0,749000000.0,,,-4000000.0,916000000.0,7567000000.0,338000000,650000000.0,-412000000.0,153000000.0,17000000.0,75000000.0,10-K,251000000.0,152000000,141000000,False,,458000000.0,407000000.0,,889000000.0,ann,12/31/2012,12,m,,False,4293000000.0,4,2/23/2015,,False,-1288000000.0,4257000000.0,495000000.0,9044000000.0,2681000000.0,1763000000.0,7885000000.0,5158000000.0,1352000000.0,9119000000,94000000.0,1143000000.0,-1979000000.0,2015-04-24 01:02:32.471000,1,2012
3,,False,True,-475000000.0,113000000.0,113000000.0,-286000000.0,-503000000.0,497000000.0,428000000.0,-850000000.0,-885000000.0,-95000000.0,-35000000.0,7000000.0,70318,THC,1548000000.0,2015-04-24 01:02:32.471000,False,USD,0001104659-14-012768,,-9000000.0,-34000000.0,653000000.0,,,-117000000.0,736000000.0,7106000000.0,281000000,489000000.0,-375000000.0,161000000.0,59000000.0,69000000.0,10-K,-292000000.0,82000000,58000000,False,,380000000.0,501000000.0,,845000000.0,ann,12/31/2011,12,m,334000000.0,False,4350000000.0,4,2/24/2014,,False,-1440000000.0,4015000000.0,441000000.0,8462000000.0,2357000000.0,1815000000.0,7023000000.0,4294000000.0,1285000000.0,8654000000,66000000.0,1423000000.0,-1853000000.0,2015-04-24 01:02:32.471000,1,2011
0,,False,True,-247394000.0,729957000.0,731457000.0,-23375000.0,-216989000.0,615117000.0,185002000.0,-17561000.0,-206032000.0,73224000.0,-167607000.0,1293000.0,98246,TIF,1712738000.0,2015-04-24 01:02:35.992000,False,USD,0000098246-15-000038,,,-193081000.0,891429000.0,9426000.0,,,,2537175000.0,737537000,,-62903000.0,2362112000.0,30405000.0,15612000.0,10-K,384179000.0,484179000,484179000,True,346260000.0,,66138000.0,,200675000.0,ann,1/31/2015,12,m,0.0,False,899507000.0,4,3/20/2015,,False,1950603000.0,1645746000.0,130938000.0,5180603000.0,3611387000.0,658033000.0,2345544000.0,882535000.0,195168000.0,4249913000,234013000.0,2835059000.0,,2015-04-24 01:02:35.992000,1,2015
1,,False,True,-221452000.0,345778000.0,367035000.0,-65426000.0,-246781000.0,154652000.0,171176000.0,-23239000.0,-206166000.0,-20019000.0,-168273000.0,1283000.0,98246,TIF,1690687000.0,2015-04-24 01:02:35.992000,False,USD,0000098246-15-000038,,,-170978000.0,304329000.0,-1505000.0,,,,2340443000.0,254866000,,-62654000.0,2326580000.0,-25329000.0,13531000.0,10-K,-159060000.0,181369000,181369000,False,390478000.0,,70309000.0,,220512000.0,ann,1/31/2014,12,m,0.0,False,855095000.0,4,3/20/2015,,False,1682398000.0,1555903000.0,-26717000.0,4752351000.0,3228388000.0,696740000.0,2031914000.0,751154000.0,188814000.0,4031130000,252365000.0,2720437000.0,,2015-04-24 01:02:35.992000,1,2014
2,,False,True,-219530000.0,504838000.0,506201000.0,71446000.0,-331146000.0,328290000.0,152837000.0,-1393000.0,-257214000.0,-28599000.0,-233700000.0,1269000.0,98246,TIF,1630965000.0,2015-04-24 01:02:35.992000,False,USD,0000098246-15-000038,,,-158594000.0,697217000.0,2294000.0,,,,2163284000.0,643576000,,-59069000.0,2234334000.0,-3952000.0,12586000.0,10-K,70884000.0,416157000,416157000,False,354038000.0,,66647000.0,,209732000.0,ann,1/31/2013,12,m,0.0,False,818838000.0,4,3/20/2015,,False,1671341000.0,1466067000.0,-87867000.0,4630850000.0,3151589000.0,586592000.0,2032118000.0,765238000.0,173998000.0,3794249000,194034000.0,2598732000.0,,2015-04-24 01:02:35.992000,1,2013
3,,False,True,-239443000.0,433954000.0,433954000.0,-213817000.0,-242583000.0,210606000.0,134958000.0,5495000.0,-459814000.0,54425000.0,-459416000.0,1267000.0,98246,TIF,1491783000.0,2015-04-24 01:02:35.992000,False,USD,0000098246-14-000096,,,-142840000.0,708426000.0,-1843000.0,,,,2151154000.0,664951000,,-48574000.0,2073212000.0,-1466000.0,0.0,10-K,-247637000.0,439190000,439190000,False,230987000.0,,62943000.0,,186802000.0,ann,1/31/2012,12,m,0.0,False,767174000.0,4,4/1/2014,,False,1462553000.0,1442728000.0,-228584000.0,4158992000.0,2889675000.0,626677000.0,1810087000.0,538352000.0,184085000.0,3642937000,173795000.0,2348905000.0,,2015-04-24 01:02:35.992000,1,2012
0,,False,True,-911522000.0,2493775000.0,2776398000.0,-1559542000.0,-954637000.0,3008369000.0,588975000.0,-9052000.0,-350079000.0,451000000.0,-332271000.0,684733000.0,109198,TJX,20776522000.0,2015-04-24 01:02:35.997000,False,USD,0001193125-15-114276,,,-465902000.0,3606501000.0,-150161000.0,,-16830000.0,,8301885000.0,3566714000,,-39787000.0,3217923000.0,-43115000.0,,10-K,344029000.0,2215128000,2215128000,True,210539000.0,,,,888137000.0,ann,1/31/2015,12,m,,False,3868365000.0,4,3/31/2015,,False,4133882000.0,4695384000.0,793241000.0,11128381000.0,6715061000.0,3929634000.0,6864151000.0,1623864000.0,226299000.0,29078407000,,4264230000.0,,2015-04-24 01:02:35.997000,1,2015
1,,False,True,-946678000.0,2149746000.0,2444448000.0,-1143803000.0,-1045768000.0,2600466000.0,548823000.0,11979000.0,43858000.0,-170867000.0,35233000.0,705017000.0,109198,TJX,19605037000.0,2015-04-24 01:02:35.997000,False,USD,0001193125-15-114276,,,-393755000.0,3350570000.0,-73106000.0,,0.0,,7817659000.0,3319489000,,-31081000.0,2966490000.0,-101743000.0,,10-K,337789000.0,2137396000,2137396000,False,194328000.0,,,,732999000.0,ann,2/1/2014,12,m,,False,3594501000.0,4,3/31/2015,,False,3724408000.0,4467089000.0,463070000.0,10201022000.0,6067998000.0,3517843000.0,5971129000.0,1274216000.0,210094000.0,27422696000,,4229893000.0,,2015-04-24 01:02:35.997000,1,2014
2,,False,True,-978228000.0,1811957000.0,2047810000.0,-1475587000.0,-1286954000.0,3055720000.0,508929000.0,-18418000.0,-44937000.0,656666000.0,27186000.0,723902000.0,109198,TJX,18521400000.0,2015-04-24 01:02:35.997000,False,USD,0001193125-15-114276,,,-323922000.0,3106526000.0,11666000.0,,0.0,,7356972000.0,3077351000,,-29175000.0,3014214000.0,-152842000.0,,10-K,304845000.0,1906687000,1906687000,False,260801000.0,,,,961284000.0,ann,2/2/2013,12,m,,False,3223242000.0,4,3/31/2015,,False,3155427000.0,4250446000.0,1149033000.0,9511855000.0,5711543000.0,3760596000.0,5845918000.0,774552000.0,222788000.0,25878372000,,3665937000.0,,2015-04-24 01:02:35.997000,1,2013
3,,False,True,-803330000.0,1507112000.0,1601803000.0,-1335712000.0,-811041000.0,1916034000.0,485701000.0,-4410000.0,-212276000.0,-25903000.0,-187157000.0,746702000.0,109198,TJX,16854249000.0,2015-04-24 01:02:35.998000,False,USD,0001193125-14-125980,,,-275016000.0,2447062000.0,-3920000.0,,,,6337206000.0,2411414000,,-35648000.0,2950523000.0,-19363000.0,,10-K,-234639000.0,1496090000,1496090000,False,262661000.0,,,,861768000.0,ann,1/28/2012,12,m,,False,2706377000.0,4,4/1/2014,,False,2655163000.0,3890144000.0,419944000.0,8281605000.0,5132632000.0,3063423000.0,5072315000.0,784623000.0,204304000.0,23191455000,2970000.0,3209290000.0,,2015-04-24 01:02:35.998000,1,2012
0,,False,True,-19367000.0,66019000.0,66019000.0,-499960000.0,-350163000.0,864708000.0,418772000.0,-64811000.0,-632082000.0,573650000.0,,134218000.0,320335,TMK,,2015-04-24 01:02:36.007000,False,USD,0001193125-15-069449,3471781000.0,,-65006000.0,854594000.0,14491000.0,,,441591000.0,,778468000,,-76126000.0,,-339548000.0,,10-K,29076000.0,542939000,542939000,True,493495000.0,,,,12489471000.0,ann,12/31/2014,12,m,0.0,False,,4,2/27/2015,,False,3376846000.0,,321769000.0,20214730000.0,,,15517264000.0,992130000.0,543988000.0,3964296000,238398000.0,4697466000.0,-268663000.0,2015-04-24 01:02:36.007000,1,2014
1,,False,True,-11168000.0,36943000.0,36943000.0,-535919000.0,-614378000.0,1119280000.0,403389000.0,127021000.0,-397242000.0,572211000.0,,151218000.0,320335,TMK,,2015-04-24 01:02:36.007000,False,USD,0001193125-15-069449,3337649000.0,,-60911000.0,843587000.0,6250000.0,,,441591000.0,,763126000,,-80461000.0,,-559793000.0,,10-K,-24767000.0,528472000,528472000,False,424419000.0,,,,11909893000.0,ann,12/31/2013,12,m,0.0,False,,4,2/27/2015,,False,3495533000.0,,590808000.0,18191744000.0,,,14415402000.0,990865000.0,331103000.0,3771938000,229070000.0,3776342000.0,-543448000.0,2015-04-24 01:02:36.007000,1,2013
2,,False,True,-4667000.0,61710000.0,61710000.0,-269112000.0,-698039000.0,942839000.0,385167000.0,32861000.0,-447957000.0,489191000.0,,105812000.0,320335,TMK,,2015-04-24 01:02:36.007000,False,USD,0001193125-15-069449,3198431000.0,,-55527000.0,846505000.0,1909000.0,,,441591000.0,,765993000,,-80512000.0,,-510651000.0,,10-K,-22403000.0,529324000,529324000,False,401763000.0,,,,11496567000.0,ann,12/31/2012,12,m,0.0,False,,4,2/27/2015,,False,3403338000.0,,413515000.0,18776910000.0,,,14415124000.0,989686000.0,383709000.0,3589516000,319043000.0,4361786000.0,-512421000.0,2015-04-24 01:02:36.007000,1,2012
3,,False,True,-5386000.0,84113000.0,84113000.0,-824485000.0,-312133000.0,859464000.0,364583000.0,8334000.0,-433491000.0,428586000.0,,112312000.0,320335,TMK,,2015-04-24 01:02:36.008000,False,USD,0001193125-14-076801,2916732000.0,-455000.0,-49125000.0,801690000.0,-4412000.0,,,396891000.0,,723782000,,-77908000.0,,-312500000.0,,10-K,-281566000.0,497161000,497161000,False,391076000.0,,,,10268954000.0,ann,12/31/2011,12,m,0.0,False,,4,2/28/2014,,False,3264711000.0,,362303000.0,16588272000.0,,,12728641000.0,790571000.0,253549000.0,3377401000,224842000.0,3859631000.0,-492639000.0,2015-04-24 01:02:36.008000,1,2011
0,,False,True,-427600000.0,1343500000.0,1352000000.0,4796100000.0,-11782700000.0,2619600000.0,1684800000.0,-145400000.0,-255200000.0,1200000.0,-109800000.0,408500000.0,97745,TMO,9397600000.0,2015-04-24 01:02:36.008000,False,USD,0000097745-15-000007,,-1100000.0,-234800000.0,2503000000.0,-115500000.0,,,18842600000.0,7492000000.0,2087200000,14110100000.0,,1859500000.0,88600000.0,,10-K,-4482500000.0,1894400000,1894400000,True,933100000.0,551400000.0,,,1171900000.0,ann,12/31/2014,12,m,,False,2426500000.0,4,2/26/2015,691100000.0,False,10406900000.0,4896100000.0,729500000.0,42852100000.0,6539800000.0,5349800000.0,22304000000.0,12351600000.0,2473600000.0,16889600000,2212400000.0,20548100000.0,-455900000.0,2015-04-24 01:02:36.008000,1,2014
1,,False,True,-282400000.0,5826000000.0,5830500000.0,3310000000.0,-263300000.0,2010700000.0,999900000.0,-147900000.0,-220100000.0,47000000.0,-72200000.0,369600000.0,97745,TMO,7561200000.0,2015-04-24 01:02:36.008000,False,USD,0000097745-15-000007,,-5800000.0,-216200000.0,1609600000.0,-37000000.0,,,12503300000.0,5529100000.0,1319500000,7071300000.0,,1494500000.0,7600000.0,,10-K,5020400000.0,1273300000,1273300000,False,640700000.0,420900000.0,,,771800000.0,ann,12/31/2013,12,m,,False,1767400000.0,4,2/26/2015,395500000.0,False,8753300000.0,3446300000.0,742300000.0,31863400000.0,9880700000.0,3126000000.0,15007300000.0,9499600000.0,1942300000.0,13090300000,987700000.0,16856100000.0,-412200000.0,2015-04-24 01:02:36.008000,1,2013
2,,False,True,-315100000.0,805600000.0,809900000.0,-917700000.0,-1370900000.0,2039500000.0,983700000.0,12000000.0,-47900000.0,10000000.0,-59900000.0,413500000.0,97745,TMO,7214400000.0,2015-04-24 01:02:36.008000,False,USD,0000097745-15-000007,,-80500000.0,-142200000.0,1482100000.0,38400000.0,,,12474500000.0,5295500000.0,1269400000,7804500000.0,,1443300000.0,1900000.0,,10-K,-210700000.0,1177900000,1177900000,False,604400000.0,594700000.0,,,808200000.0,ann,12/31/2012,12,m,,False,1726400000.0,4,2/26/2015,376400000.0,False,7697300000.0,3354900000.0,890000000.0,27444600000.0,4834800000.0,2093300000.0,11979900000.0,7031200000.0,1804900000.0,12509900000,93100000.0,15464700000.0,-2996800000.0,2015-04-24 01:02:36.008000,1,2012
3,,False,True,-260900000.0,1016300000.0,1020600000.0,3550600000.0,-5888100000.0,1691000000.0,859600000.0,-101200000.0,-129800000.0,33800000.0,-28600000.0,406400000.0,97745,TMO,6764800000.0,2015-04-24 01:02:36.008000,False,USD,0000097745-14-000014,,306500000.0,0.0,1250800000.0,-200000.0,,,11973300000.0,4794000000.0,1132800000,7815900000.0,,1330100000.0,-8100000.0,,10-K,99200000.0,1329900000,1329900000,False,611300000.0,549700000.0,,,698000000.0,ann,12/31/2011,12,m,,False,1611300000.0,4,2/27/2014,340200000.0,False,6716300000.0,3106500000.0,346700000.0,26833700000.0,4821900000.0,3113100000.0,11795600000.0,5755200000.0,1763700000.0,11558800000,1272800000.0,15038100000.0,-1837100000.0,2015-04-24 01:02:36.008000,1,2011
0,,False,True,,374000000.0,374000000.0,-3809000000.0,206000000.0,3693000000.0,4746000000.0,193000000.0,-4437000000.0,73000000.0,,21843000000.0,86312,TRV,,2015-04-24 01:02:36.037000,False,USD,0001047469-15-000743,1835000000.0,,-729000000.0,5458000000.0,-10000000.0,,,3611000000.0,,5089000000,304000000.0,-369000000.0,,494000000.0,,10-K,80000000.0,3692000000,3692000000,True,3055000000.0,,,,71557000000.0,ann,12/31/2014,12,m,,False,,4,2/12/2015,,False,27251000000.0,3952000000.0,1000000.0,1.03078e+11,,,78242000000.0,6349000000.0,19920000000.0,27162000000,,24836000000.0,-25138000000.0,2015-04-24 01:02:36.037000,1,2014
1,,False,True,,294000000.0,294000000.0,-2939000000.0,-910000000.0,3816000000.0,4688000000.0,1338000000.0,-4478000000.0,27000000.0,,21500000000.0,86312,TRV,,2015-04-24 01:02:36.037000,False,USD,0001047469-15-000743,1804000000.0,,-729000000.0,5306000000.0,-3000000.0,,,3634000000.0,,4945000000,351000000.0,-361000000.0,,439000000.0,,10-K,-36000000.0,3673000000,3673000000,False,3366000000.0,,,,72372000000.0,ann,12/31/2013,12,m,,False,,4,2/12/2015,,False,24291000000.0,3757000000.0,143000000.0,1.03812e+11,,,79016000000.0,6346000000.0,20166000000.0,26191000000,,24796000000.0,-21805000000.0,2015-04-24 01:02:36.037000,1,2013
2,,False,True,,330000000.0,330000000.0,-2146000000.0,-972000000.0,3230000000.0,4737000000.0,315000000.0,-4139000000.0,123000000.0,,21161000000.0,86312,TRV,,2015-04-24 01:02:36.037000,False,USD,0001047469-15-000743,1792000000.0,,-694000000.0,3544000000.0,4000000.0,,,3365000000.0,,3166000000,381000000.0,-378000000.0,,-626000000.0,,10-K,116000000.0,2473000000,2473000000,False,3090000000.0,,,,72499000000.0,ann,12/31/2012,12,m,,False,,4,2/12/2015,,False,21352000000.0,3610000000.0,757000000.0,1.04938e+11,,,79533000000.0,6350000000.0,21390000000.0,25740000000,,25405000000.0,-19344000000.0,2015-04-24 01:02:36.037000,1,2012
3,,False,True,,214000000.0,214000000.0,-3306000000.0,1152000000.0,2169000000.0,4678000000.0,572000000.0,-3463000000.0,188000000.0,,20732000000.0,86312,TRV,,2015-04-24 01:02:36.037000,False,USD,0001047469-14-000854,1786000000.0,,-665000000.0,1738000000.0,-1000000.0,,,3365000000.0,,1352000000,433000000.0,-386000000.0,,1523000000.0,,10-K,14000000.0,1426000000,1426000000,False,3230000000.0,,,,73104000000.0,ann,12/31/2011,12,m,,False,,4,2/13/2014,,False,19579000000.0,3556000000.0,743000000.0,1.04575e+11,,,80098000000.0,6605000000.0,22071000000.0,25446000000,,24477000000.0,-17839000000.0,2015-04-24 01:02:36.037000,1,2011
0,,False,True,-632000000.0,438000000.0,438000000.0,6915000000.0,-8800000000.0,1178000000.0,530000000.0,-93000000.0,-241000000.0,207000000.0,-148000000.0,42000000.0,100493,TSN,34895000000.0,2015-04-24 01:02:37.918000,False,USD,0000100493-14-000220,,0.0,-104000000.0,1430000000.0,0.0,,,6706000000.0,2685000000.0,1252000000,5276000000.0,-132000000.0,3274000000.0,15000000.0,14000000.0,10-K,-707000000.0,864000000,864000000,True,623000000.0,825000000.0,1348000000.0,,1270000000.0,ann,9/27/2014,12,m,,False,5130000000.0,4,11/17/2014,,False,5748000000.0,1255000000.0,322000000.0,23956000000.0,6221000000.0,3797000000.0,15066000000.0,7535000000.0,1684000000.0,37580000000,643000000.0,8890000000.0,-1010000000.0,2015-04-24 01:02:37.918000,1,2014
